报告年份,原始文件,年度文件内行号,段内对齐序号,全局对齐序号,中文,英文,中文句数,英文句数,对齐类型,对齐成本,中文字符数,英文词数,英中长度比例,是否需要人工复核,问题类型,清洗说明,原始中文,原始英文,中文清洗动作,英文清洗动作
2026,03_report_2026.csv,76,7,368,深入实施中华优秀传统文化传承发展工程，完成第四次全国文物普查，加强文化遗产系统性保护、监管和合理利用。,"We will continue with the project to pass on and develop fine traditional Chinese culture. The fourth national survey of cultural artifacts will be completed, and systematic protection, management, and proper use of cultural heritage will be enhanced.",1,2,1-2,0.2385,51,38,0.7451,False,,无需自动清洗 | 无需自动清洗,深入实施中华优秀传统文化传承发展工程，完成第四次全国文物普查，加强文化遗产系统性保护、监管和合理利用。,"We will continue with the project to pass on and develop fine traditional Chinese culture. The fourth national survey of cultural artifacts will be completed, and systematic protection, management, and proper use of cultural heritage will be enhanced.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,76,8,369,高质量发展文化旅游业，丰富文旅体商等融合业态。,"We will boost high-quality development of cultural tourism and cultivate diversified forms of business featuring the integration of culture, tourism, sports, and commerce.",1,1,1-1,0.2057,23,23,1.0,False,,无需自动清洗 | 无需自动清洗,高质量发展文化旅游业，丰富文旅体商等融合业态。,"We will boost high-quality development of cultural tourism and cultivate diversified forms of business featuring the integration of culture, tourism, sports, and commerce.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,76,9,370,鼓励更多文化企业和优秀文化产品走向世界，增强主流媒体国际传播能力。,"We will encourage efforts to extend the global reach of more cultural enterprises and fine cultural works, and see that the mainstream media enhances its capacity for international communication. Good preparations will be made for China's participation in the 2026 Asian Games and Asian Para Games.",1,2,1-2,0.6659,33,45,1.3636,False,,无需自动清洗 | 无需自动清洗,鼓励更多文化企业和优秀文化产品走向世界，增强主流媒体国际传播能力。,"We will encourage efforts to extend the global reach of more cultural enterprises and fine cultural works, and see that the mainstream media enhances its capacity for international communication. Good preparations will be made for China's participation in the 2026 Asian Games and Asian Para Games.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,76,10,371,做好2026年亚运会、亚残运会备战参赛工作。加快重塑足球青训体系。,"Restructuring of the youth football training system will be sped up. We will actively develop the sports event economy, the ice and snow economy, and outdoor sports.",2,2,2-2,0.305,33,27,0.8182,False,,无需自动清洗 | 无需自动清洗,做好2026年亚运会、亚残运会备战参赛工作。加快重塑足球青训体系。,"Restructuring of the youth football training system will be sped up. We will actively develop the sports event economy, the ice and snow economy, and outdoor sports.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,76,11,372,积极发展赛事经济、冰雪经济、户外运动，建好用好群众身边的运动场地设施，培育更多特色群众体育赛事活动。,We will build sports venues and facilities close to people's homes and ensure they are put to best use. More distinctive recreational sports events will be launched.,1,2,1-2,0.5605,50,27,0.54,False,,无需自动清洗 | 无需自动清洗,积极发展赛事经济、冰雪经济、户外运动，建好用好群众身边的运动场地设施，培育更多特色群众体育赛事活动。,We will build sports venues and facilities close to people's homes and ensure they are put to best use. More distinctive recreational sports events will be launched.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,77,1,373,（九）加快推动全面绿色转型。以碳达峰碳中和为牵引，协同推进降碳、减污、扩绿、增长，增强绿色发展动能。,"9. Accelerating the green transition across the board Guided by our goals of achieving peak carbon emissions and carbon neutrality, we will make coordinated efforts to cut carbon emissions, reduce pollution, pursue green development, and boost economic growth, while strengthening our green development drivers.",2,2,2-2,0.3,50,43,0.86,False,,无需自动清洗 | 无需自动清洗,（九）加快推动全面绿色转型。以碳达峰碳中和为牵引，协同推进降碳、减污、扩绿、增长，增强绿色发展动能。,"9. Accelerating the green transition across the board Guided by our goals of achieving peak carbon emissions and carbon neutrality, we will make coordinated efforts to cut carbon emissions, reduce pollution, pursue green development, and boost economic growth, while strengthening our green development drivers.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,78,1,374,加强生态环境综合治理。,We will step up comprehensive efforts to improve the environment.,1,1,1-1,0.0624,11,10,0.9091,False,,无需自动清洗 | 无需自动清洗,加强生态环境综合治理。,We will step up comprehensive efforts to improve the environment.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,78,2,375,深入打好蓝天、碧水、净土保卫战，制定实施空气质量持续改善行动计划，推进县城和农村黑臭水体、面源污染治理，加强重点行业污染地块风险管控。,"Fresh headway will be made in keeping our skies blue, waters clear, and lands clean. We will formulate and implement an action plan to ensure continuous air quality improvement, continue to tackle black, malodorous water bodies in county seats and rural areas as well as pollution from non-point sources, and adopt more robust measures to control risks posed by polluted land plots in key industries.",1,2,1-2,0.1526,67,65,0.9701,False,,无需自动清洗 | 无需自动清洗,深入打好蓝天、碧水、净土保卫战，制定实施空气质量持续改善行动计划，推进县城和农村黑臭水体、面源污染治理，加强重点行业污染地块风险管控。,"Fresh headway will be made in keeping our skies blue, waters clear, and lands clean. We will formulate and implement an action plan to ensure continuous air quality improvement, continue to tackle black, malodorous water bodies in county seats and rural areas as well as pollution from non-point sources, and adopt more robust measures to control risks posed by polluted land plots in key industries.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,78,3,376,强化新污染物治理，实施固体废物综合治理行动。,We will devote greater efforts to treating new pollutants and take comprehensive steps to treat solid waste.,1,1,1-1,0.2249,22,17,0.7727,False,,无需自动清洗 | 无需自动清洗,强化新污染物治理，实施固体废物综合治理行动。,We will devote greater efforts to treating new pollutants and take comprehensive steps to treat solid waste.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,78,4,377,完善多元化生态补偿机制，拓展生态产品价值实现渠道。,"We will refine the mechanisms for diversifying the forms of ecological compensation and broaden the channels for realizing the market value of ecosystem goods and services. Biodiversity protection will be enhanced, and the 10-year fishing ban on the Yangtze River will be effectively enforced.",1,2,1-2,0.7483,25,44,1.76,False,,无需自动清洗 | 无需自动清洗,完善多元化生态补偿机制，拓展生态产品价值实现渠道。,"We will refine the mechanisms for diversifying the forms of ecological compensation and broaden the channels for realizing the market value of ecosystem goods and services. Biodiversity protection will be enhanced, and the 10-year fishing ban on the Yangtze River will be effectively enforced.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,78,5,378,加强生物多样性保护，实施好长江十年禁渔。,"We will take a holistic and systematic approach to the conservation and improvement of mountain, water, forest, farmland, grassland, and desert ecosystems. We will integrate and optimize protected areas, and continue to develop national parks.",1,2,1-2,0.7426,20,35,1.75,False,,无需自动清洗 | 无需自动清洗,加强生物多样性保护，实施好长江十年禁渔。,"We will take a holistic and systematic approach to the conservation and improvement of mountain, water, forest, farmland, grassland, and desert ecosystems. We will integrate and optimize protected areas, and continue to develop national parks.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,78,6,379,坚持山水林田湖草沙一体化保护和系统治理，实施自然保护地整合优化，推进国家公园建设，扎实推进“三北”工程攻坚战，让人民群众身边的山更绿、水更清。,"Solid steps will be taken to make advances in this crucial stage of the national shelterbelt program in northwest, north, and northeast China. All this will ensure that our people can enjoy a cleaner and more beautiful environment.",1,2,1-2,0.7421,71,38,0.5352,False,,无需自动清洗 | 无需自动清洗,坚持山水林田湖草沙一体化保护和系统治理，实施自然保护地整合优化，推进国家公园建设，扎实推进“三北”工程攻坚战，让人民群众身边的山更绿、水更清。,"Solid steps will be taken to make advances in this crucial stage of the national shelterbelt program in northwest, north, and northeast China. All this will ensure that our people can enjoy a cleaner and more beautiful environment.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,79,1,380,大力发展绿色低碳经济。,We will boost the green and low-carbon economy.,1,1,1-1,0.1375,11,8,0.7273,False,,无需自动清洗 | 无需自动清洗,大力发展绿色低碳经济。,We will boost the green and low-carbon economy.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,79,2,381,完善促进绿色低碳发展政策，实施重点行业提质降本降碳行动，深入推进零碳园区和工厂建设。,"We will improve the policies for promoting green and low-carbon development, launch initiatives for upgrading quality, lowering costs, and reducing carbon emissions in key industries, and drive forward the development of zero-carbon industrial parks and factories.",1,1,1-1,0.0268,42,36,0.8571,False,,无需自动清洗 | 无需自动清洗,完善促进绿色低碳发展政策，实施重点行业提质降本降碳行动，深入推进零碳园区和工厂建设。,"We will improve the policies for promoting green and low-carbon development, launch initiatives for upgrading quality, lowering costs, and reducing carbon emissions in key industries, and drive forward the development of zero-carbon industrial parks and factories.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,79,3,382,设立国家低碳转型基金，培育氢能、绿色燃料等新增长点。,We will set up a national fund for low-carbon transition and foster new growth drivers such as hydrogen power and green fuels.,1,1,1-1,0.0139,26,22,0.8462,False,,无需自动清洗 | 无需自动清洗,设立国家低碳转型基金，培育氢能、绿色燃料等新增长点。,We will set up a national fund for low-carbon transition and foster new growth drivers such as hydrogen power and green fuels.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,79,4,383,有力有效管控高耗能高排放项目，加快淘汰落后产能，支持绿色低碳技术装备创新应用。,"We will exercise tight and effective regulation over energy-intensive and high-emission projects, accelerate efforts to phase out outdated production capacity, and support innovation and application of green and low-carbon technologies and equipment.",1,1,1-1,0.0169,39,32,0.8205,False,,无需自动清洗 | 无需自动清洗,有力有效管控高耗能高排放项目，加快淘汰落后产能，支持绿色低碳技术装备创新应用。,"We will exercise tight and effective regulation over energy-intensive and high-emission projects, accelerate efforts to phase out outdated production capacity, and support innovation and application of green and low-carbon technologies and equipment.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,79,5,384,完善资源总量管理和全面节约制度，强化再生资源循环利用。,"The systems for total resource consumption control and comprehensive resource conservation will be improved, and recycling of recyclable materials will be stepped up.",1,1,1-1,0.0206,27,23,0.8519,False,,无需自动清洗 | 无需自动清洗,完善资源总量管理和全面节约制度，强化再生资源循环利用。,"The systems for total resource consumption control and comprehensive resource conservation will be improved, and recycling of recyclable materials will be stepped up.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,80,1,385,积极稳妥推进碳达峰碳中和。,We will actively yet prudently work toward peaking carbon emissions and achieving carbon neutrality.,1,1,1-1,0.1939,13,14,1.0769,False,,无需自动清洗 | 无需自动清洗,积极稳妥推进碳达峰碳中和。,We will actively yet prudently work toward peaking carbon emissions and achieving carbon neutrality.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,80,2,386,实施碳排放总量和强度双控制度，完善碳排放统计核算、碳足迹管理体系，进一步扩大碳排放权交易市场覆盖范围。,We will implement the system of controlling both the total amount and intensity of carbon emissions and refine the systems for carbon emissions statistics and accounting as well as carbon footprint management. The coverage of the China Carbon Emission Trade Exchange will be expanded.,1,2,1-2,0.1778,51,44,0.8627,False,,无需自动清洗 | 无需自动清洗,实施碳排放总量和强度双控制度，完善碳排放统计核算、碳足迹管理体系，进一步扩大碳排放权交易市场覆盖范围。,We will implement the system of controlling both the total amount and intensity of carbon emissions and refine the systems for carbon emissions statistics and accounting as well as carbon footprint management. The coverage of the China Carbon Emission Trade Exchange will be expanded.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,80,3,387,制定能源强国建设规划纲要。,An outline of the plan for strengthening China's energy sector will be formulated.,1,1,1-1,0.1198,13,13,1.0,False,,无需自动清洗 | 无需自动清洗,制定能源强国建设规划纲要。,An outline of the plan for strengthening China's energy sector will be formulated.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,80,4,388,着力构建新型电力系统，加快智能电网建设，发展新型储能，扩大绿电应用。,"We will build a new electric power system, accelerate the construction of smart grids, develop new types of energy storage, and promote more extensive use of green electricity.",1,1,1-1,0.0744,34,28,0.8235,False,,无需自动清洗 | 无需自动清洗,着力构建新型电力系统，加快智能电网建设，发展新型储能，扩大绿电应用。,"We will build a new electric power system, accelerate the construction of smart grids, develop new types of energy storage, and promote more extensive use of green electricity.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,80,5,389,加强化石能源清洁高效利用。,We will also promote clean and efficient use of fossil fuels.,1,1,1-1,0.0473,13,11,0.8462,False,,无需自动清洗 | 无需自动清洗,加强化石能源清洁高效利用。,We will also promote clean and efficient use of fossil fuels.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,81,1,390,（十）加强重点领域风险防范化解和安全能力建设。统筹防风险和促发展，进一步增强发展韧性，坚决守牢安全底线，促进社会和谐稳定。,"10. Strengthening risk prevention and mitigation and enhancing security capacity in key areas We will take coordinated steps to guard against risks and drive growth, so as to enhance development resilience, firmly safeguard security, and promote social harmony and stability.",2,2,2-2,0.3,61,39,0.6393,False,,无需自动清洗 | 无需自动清洗,（十）加强重点领域风险防范化解和安全能力建设。统筹防风险和促发展，进一步增强发展韧性，坚决守牢安全底线，促进社会和谐稳定。,"10. Strengthening risk prevention and mitigation and enhancing security capacity in key areas We will take coordinated steps to guard against risks and drive growth, so as to enhance development resilience, firmly safeguard security, and promote social harmony and stability.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,82,1,391,着力稳定房地产市场。,We will work to stabilize the real estate market.,1,1,1-1,0.0398,10,9,0.9,False,,无需自动清洗 | 无需自动清洗,着力稳定房地产市场。,We will work to stabilize the real estate market.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,82,2,392,因城施策控增量、去库存、优供给，探索多渠道盘活存量商品房，鼓励收购存量商品房重点用于保障性住房等。,"City-specific policies will be introduced to control the number of new real estate projects, reduce housing inventory, and improve supply. We will explore various avenues for utilizing commodity housing stock and encourage such stock to be purchased and used mainly as government-subsidized housing.",1,2,1-2,0.1646,49,43,0.8776,False,,无需自动清洗 | 无需自动清洗,因城施策控增量、去库存、优供给，探索多渠道盘活存量商品房，鼓励收购存量商品房重点用于保障性住房等。,"City-specific policies will be introduced to control the number of new real estate projects, reduce housing inventory, and improve supply. We will explore various avenues for utilizing commodity housing stock and encourage such stock to be purchased and used mainly as government-subsidized housing.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,82,3,393,深化住房公积金制度改革。,Reform of the housing provident fund system will be deepened.,1,1,1-1,0.0371,12,10,0.8333,False,,无需自动清洗 | 无需自动清洗,深化住房公积金制度改革。,Reform of the housing provident fund system will be deepened.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,82,4,394,优化保障性住房供给，加快危旧房改造。,We will improve the supply of government-subsidized housing and accelerate the renovation of old and dilapidated housing units.,1,1,1-1,0.1452,18,18,1.0,False,,无需自动清洗 | 无需自动清洗,优化保障性住房供给，加快危旧房改造。,We will improve the supply of government-subsidized housing and accelerate the renovation of old and dilapidated housing units.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,82,5,395,有序推动安全舒适绿色智慧的“好房子”建设，实施房屋品质提升工程和物业服务质量提升行动。,"We will take well-ordered steps to promote the development of quality homes that are safe, comfortable, eco-friendly, and smart, and carry out projects to enhance housing quality and initiatives to improve property services.",1,1,1-1,0.1195,43,33,0.7674,False,,无需自动清洗 | 无需自动清洗,有序推动安全舒适绿色智慧的“好房子”建设，实施房屋品质提升工程和物业服务质量提升行动。,"We will take well-ordered steps to promote the development of quality homes that are safe, comfortable, eco-friendly, and smart, and carry out projects to enhance housing quality and initiatives to improve property services.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,82,6,396,进一步发挥“保交房”的白名单制度作用，防范债务违约风险。,We will better leverage the role of the white list to ensure timely delivery of housing projects and prevent debt default risks.,1,1,1-1,0.096,28,22,0.7857,False,,无需自动清洗 | 无需自动清洗,进一步发挥“保交房”的白名单制度作用，防范债务违约风险。,We will better leverage the role of the white list to ensure timely delivery of housing projects and prevent debt default risks.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,82,7,397,深入推进房地产发展新模式的基础制度和配套政策建设。,Further efforts will be made to develop the foundational institutions and relevant supportive policies for creating a new development model for the real estate sector.,1,1,1-1,0.1452,25,25,1.0,False,,无需自动清洗 | 无需自动清洗,深入推进房地产发展新模式的基础制度和配套政策建设。,Further efforts will be made to develop the foundational institutions and relevant supportive policies for creating a new development model for the real estate sector.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,83,1,398,积极有序化解地方政府债务风险。,We will take active and well-ordered measures to defuse local government debt risks.,1,1,1-1,0.0258,15,13,0.8667,False,,无需自动清洗 | 无需自动清洗,积极有序化解地方政府债务风险。,We will take active and well-ordered measures to defuse local government debt risks.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,83,2,399,支持各地用足用好政策，加快化解隐性债务风险，严防虚假化债，坚决把遏制违规新增隐性债务作为铁的纪律。,We will support local governments in leveraging all relevant policies to defuse hidden debt risks at a faster pace. Stringent measures will be taken to prevent fraudulent debt resolution.,1,2,1-2,0.5056,49,29,0.5918,False,,无需自动清洗 | 无需自动清洗,支持各地用足用好政策，加快化解隐性债务风险，严防虚假化债，坚决把遏制违规新增隐性债务作为铁的纪律。,We will support local governments in leveraging all relevant policies to defuse hidden debt risks at a faster pace. Stringent measures will be taken to prevent fraudulent debt resolution.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,83,3,400,加大金融、财政支持力度，优化债务重组和置换办法，多措并举化解地方政府融资平台经营性债务风险，分类有序推动改革转型。,"We will enforce the prohibition on incurring new hidden debts in breach of regulations as an ironclad rule. We will increase financial and fiscal support to optimize the ways of conducting debt restructuring and replacement, adopt multiple measures to defuse operational debt risks in local government financing platforms, and take systematic steps to reform and transform these platforms on a per-category basis.",1,2,1-2,0.403,57,62,1.0877,False,,无需自动清洗 | 无需自动清洗,加大金融、财政支持力度，优化债务重组和置换办法，多措并举化解地方政府融资平台经营性债务风险，分类有序推动改革转型。,"We will enforce the prohibition on incurring new hidden debts in breach of regulations as an ironclad rule. We will increase financial and fiscal support to optimize the ways of conducting debt restructuring and replacement, adopt multiple measures to defuse operational debt risks in local government financing platforms, and take systematic steps to reform and transform these platforms on a per-category basis.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,83,4,401,优化债务监测考核指标，构建统一的政府债务管理长效机制。,"Indicators for debt monitoring and evaluation will be refined, and long-term mechanisms will be established to conduct unified government debt management.",1,1,1-1,0.0824,27,21,0.7778,False,,无需自动清洗 | 无需自动清洗,优化债务监测考核指标，构建统一的政府债务管理长效机制。,"Indicators for debt monitoring and evaluation will be refined, and long-term mechanisms will be established to conduct unified government debt management.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,84,1,402,积极稳妥化解金融领域风险。,We will take active and prudent steps to defuse financial risks.,1,1,1-1,0.06,13,11,0.8462,False,,无需自动清洗 | 无需自动清洗,积极稳妥化解金融领域风险。,We will take active and prudent steps to defuse financial risks.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,84,2,403,充实地方中小金融机构风险处置资源和手段。,A full range of resources and means will be leveraged to address risks in small and medium local financial institutions.,1,1,1-1,0.2271,20,20,1.0,False,,无需自动清洗 | 无需自动清洗,充实地方中小金融机构风险处置资源和手段。,A full range of resources and means will be leveraged to address risks in small and medium local financial institutions.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,84,3,404,坚持市场化法治化原则，有序推进高风险机构处置。多渠道加大资本补充力度，稳妥处置金融机构不良资产。,"We will take market- and law-based measures to deal with high-risk institutions in a systematic way, ramp up capital replenishment through various channels, and prudently handle the non-performing assets of financial institutions.",2,1,2-1,0.3284,48,32,0.6667,False,,无需自动清洗 | 无需自动清洗,坚持市场化法治化原则，有序推进高风险机构处置。多渠道加大资本补充力度，稳妥处置金融机构不良资产。,"We will take market- and law-based measures to deal with high-risk institutions in a systematic way, ramp up capital replenishment through various channels, and prudently handle the non-performing assets of financial institutions.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,84,4,405,加强金融监管协同，防范打击非法金融活动。,We will enhance coordination in financial regulation and guard against and crack down on illegal financial activities.,1,1,1-1,0.0645,20,17,0.85,False,,无需自动清洗 | 无需自动清洗,加强金融监管协同，防范打击非法金融活动。,We will enhance coordination in financial regulation and guard against and crack down on illegal financial activities.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,84,5,406,强化金融风险监测预警和早期纠正，提高风险源头防控能力。,We will enhance monitoring and early warning to ensure prompt response to financial risks and better prevent and control risks at source.,1,1,1-1,0.0223,27,22,0.8148,False,,无需自动清洗 | 无需自动清洗,强化金融风险监测预警和早期纠正，提高风险源头防控能力。,We will enhance monitoring and early warning to ensure prompt response to financial risks and better prevent and control risks at source.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,85,1,407,维护国家安全和社会稳定。,We will safeguard national security and social stability.,1,1,1-1,0.1787,12,8,0.6667,False,,无需自动清洗 | 无需自动清洗,维护国家安全和社会稳定。,We will safeguard national security and social stability.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,85,2,408,全面贯彻总体国家安全观，健全国家安全体系，加强重点领域国家安全能力建设。,"We will fully apply a holistic approach to national security, improve the national security system, and build up national security capacity in key domains.",1,1,1-1,0.1787,36,24,0.6667,False,,无需自动清洗 | 无需自动清洗,全面贯彻总体国家安全观，健全国家安全体系，加强重点领域国家安全能力建设。,"We will fully apply a holistic approach to national security, improve the national security system, and build up national security capacity in key domains.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,85,3,409,强化公共安全治理，提升重要基础设施本质安全水平，持续夯实安全生产、防灾减灾基层基础，全面完成安全生产治本攻坚三年行动。,"We will strengthen public safety governance, make critical infrastructure intrinsically safer, and bolster local communities' capacity for ensuring workplace safety and for disaster prevention and mitigation. We will complete the three-year drive to address the root causes of workplace accidents and ensure production safety.",1,2,1-2,0.2166,59,44,0.7458,False,,无需自动清洗 | 无需自动清洗,强化公共安全治理，提升重要基础设施本质安全水平，持续夯实安全生产、防灾减灾基层基础，全面完成安全生产治本攻坚三年行动。,"We will strengthen public safety governance, make critical infrastructure intrinsically safer, and bolster local communities' capacity for ensuring workplace safety and for disaster prevention and mitigation. We will complete the three-year drive to address the root causes of workplace accidents and ensure production safety.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,85,4,410,加强气象、水文、地质灾害、森林草原火灾、地震监测预报预警。,"Steps will be taken to strengthen the monitoring, forecasting, and early warning of meteorological, hydrological, and geological disasters, forest and grassland fires, and earthquakes.",1,1,1-1,0.0375,29,24,0.8276,False,,无需自动清洗 | 无需自动清洗,加强气象、水文、地质灾害、森林草原火灾、地震监测预报预警。,"Steps will be taken to strengthen the monitoring, forecasting, and early warning of meteorological, hydrological, and geological disasters, forest and grassland fires, and earthquakes.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,85,5,411,加快补齐北方地区防洪排涝抗灾基础设施、应急处置等短板。,"In northern China, accelerated efforts will be made to shore up infrastructure, emergency response, and other weak links in flood prevention, drainage, and disaster response.",1,1,1-1,0.1498,27,25,0.9259,False,,无需自动清洗 | 无需自动清洗,加快补齐北方地区防洪排涝抗灾基础设施、应急处置等短板。,"In northern China, accelerated efforts will be made to shore up infrastructure, emergency response, and other weak links in flood prevention, drainage, and disaster response.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,85,6,412,加快建设现代化水网。,The development of a modern water network will be accelerated.,1,1,1-1,0.2268,10,10,1.0,False,,无需自动清洗 | 无需自动清洗,加快建设现代化水网。,The development of a modern water network will be accelerated.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,85,7,413,健全巨灾保险保障体系。,The support system for catastrophe insurance will be improved.,1,1,1-1,0.0261,11,9,0.8182,False,,无需自动清洗 | 无需自动清洗,健全巨灾保险保障体系。,The support system for catastrophe insurance will be improved.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,85,8,414,严格食品、药品、重点工业产品、特种设备等安全监管。,"Oversight over the safety of food, drugs, key industrial products, and special equipment will be tightened.",1,1,1-1,0.2195,25,16,0.64,False,,无需自动清洗 | 无需自动清洗,严格食品、药品、重点工业产品、特种设备等安全监管。,"Oversight over the safety of food, drugs, key industrial products, and special equipment will be tightened.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,85,9,415,完善社会治理体系，加强社会工作者队伍建设，引导支持社会组织、人道救助、志愿服务、公益慈善等健康发展，推动行业协会商会改革发展。,"The social governance system will be improved. We will strengthen the ranks of social workers, guide and support the sound development of social organizations, humanitarian assistance, volunteer services, public welfare programs, and charitable initiatives, and promote reform and development of trade associations and chambers of commerce.",1,2,1-2,0.2377,63,46,0.7302,False,,无需自动清洗 | 无需自动清洗,完善社会治理体系，加强社会工作者队伍建设，引导支持社会组织、人道救助、志愿服务、公益慈善等健康发展，推动行业协会商会改革发展。,"The social governance system will be improved. We will strengthen the ranks of social workers, guide and support the sound development of social organizations, humanitarian assistance, volunteer services, public welfare programs, and charitable initiatives, and promote reform and development of trade associations and chambers of commerce.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,85,10,416,坚持和发展新时代“枫桥经验”，推进综治中心规范化建设，完善社区治理，推进矛盾纠纷预防和多元化解。,"We will continue to apply and develop the Fengqiao model in the new era and advance the well-regulated development of integrated governance centers, so as to improve community governance and effectively prevent and resolve conflicts and disputes through diverse means.",1,1,1-1,0.0445,48,40,0.8333,False,,无需自动清洗 | 无需自动清洗,坚持和发展新时代“枫桥经验”，推进综治中心规范化建设，完善社区治理，推进矛盾纠纷预防和多元化解。,"We will continue to apply and develop the Fengqiao model in the new era and advance the well-regulated development of integrated governance centers, so as to improve community governance and effectively prevent and resolve conflicts and disputes through diverse means.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,85,11,417,加强社会心理疏导。,Public psychological counseling services will be strengthened.,1,1,1-1,0.0245,9,7,0.7778,False,,无需自动清洗 | 无需自动清洗,加强社会心理疏导。,Public psychological counseling services will be strengthened.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,85,12,418,深入推进信访工作法治化，集中化解信访问题。,"We will enhance law-based handling of public complaints and proposals, and make concerted efforts to resolve relevant issues.",1,1,1-1,0.0726,21,18,0.8571,False,,无需自动清洗 | 无需自动清洗,深入推进信访工作法治化，集中化解信访问题。,"We will enhance law-based handling of public complaints and proposals, and make concerted efforts to resolve relevant issues.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,85,13,419,深化社会治安整体防控体系和能力建设，健全扫黑除恶常态化机制，加大预防和打击电信网络诈骗、毒品犯罪等力度，建设更高水平的平安中国。,"We will further develop the integrated system and capacity for maintaining law and order, build robust mechanisms for combating and rooting out organized crime on an ongoing basis, and redouble efforts to prevent and crack down on telecom and online fraud and drug-related crime. These efforts will enable us to advance the Peaceful China Initiative to a higher level.",1,2,1-2,0.2954,64,59,0.9219,False,,无需自动清洗 | 无需自动清洗,深化社会治安整体防控体系和能力建设，健全扫黑除恶常态化机制，加大预防和打击电信网络诈骗、毒品犯罪等力度，建设更高水平的平安中国。,"We will further develop the integrated system and capacity for maintaining law and order, build robust mechanisms for combating and rooting out organized crime on an ongoing basis, and redouble efforts to prevent and crack down on telecom and online fraud and drug-related crime. These efforts will enable us to advance the Peaceful China Initiative to a higher level.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,87,1,420,我们要强化法治政府建设，深入推进依法行政，严格依照宪法法律履职尽责。,"We will intensify efforts to build a law-based government, advance law-based government administration, and perform our duties in strict accordance with the Constitution and the law.",1,1,1-1,0.0516,34,26,0.7647,False,,无需自动清洗 | 无需自动清洗,我们要强化法治政府建设，深入推进依法行政，严格依照宪法法律履职尽责。,"We will intensify efforts to build a law-based government, advance law-based government administration, and perform our duties in strict accordance with the Constitution and the law.",无需自动清洗,无需自动清洗
